Time,Last Price,Last Size,Last Exchange,Bid Price,Bid Size,Bid Exchange,Ask Price,Ask Exchange,Ask Size,Trade Condition
11:20:41 ET,49.81,100,DEX,49.81,18,DEX,49.83,Q,1,--
11:20:41 ET,49.82,100,IX,49.82,1,IX,49.83,Q,1,--
11:20:41 ET,49.81,100,DEX,49.82,1,IX,49.83,Q,1,--
11:20:41 ET,49.8299,4000,DF,49.82,1,IX,49.83,Q,1,--
11:20:41 ET,49.83,30,Q,49.82,1,IX,49.84,Q,3,--
11:20:41 ET,49.83,70,Q,49.82,1,IX,49.84,Q,3,--
11:20:41 ET,49.83,100,Q,49.82,1,IX,49.84,Q,3,--
11:20:41 ET,49.83,100,P,49.82,1,IX,49.83,Q,1,--
11:20:41 ET,49.83,100,Q,49.82,1,IX,49.83,P,1,--
11:20:41 ET,49.83,100,P,49.82,1,IX,49.83,Q,1,--
11:20:41 ET,49.83,100,Q,49.82,1,IX,49.83,P,1,--
11:20:41 ET,49.83,76,Q,49.82,1,IX,49.83,P,1,--
11:20:41 ET,49.83,100,P,49.82,1,IX,49.84,Q,3,--
11:20:41 ET,49.83,24,Q,49.82,1,P,49.84,Q,3,--
11:20:41 ET,49.83,100,P,49.82,1,P,49.83,Q,1,--
11:20:41 ET,49.83,72,DEX,49.81,20,DEX,49.83,Q,1,--
11:20:41 ET,49.83,28,DEX,49.81,20,DEX,49.83,Q,1,--
11:20:41 ET,49.83,100,Q,49.81,20,DEX,49.83,DEX,1,--
11:20:41 ET,49.83,30,DEX,49.81,20,DEX,49.84,DEX,3,--
11:20:41 ET,49.82,28,Q,49.81,20,DEX,49.84,DEX,3,--
11:20:41 ET,49.82,72,Q,49.81,20,DEX,49.82,Q,1,--
11:20:41 ET,49.82,28,Q,49.81,20,DEX,49.82,Q,2,--
11:20:41 ET,49.83,100,Q,49.81,20,DEX,49.84,Q,4,--
11:20:41 ET,49.83,100,DF,49.81,20,DEX,49.83,Q,1,--
11:20:39 ET,49.8238,540,DF,49.81,20,DEX,49.83,DEX,1,--
11:20:39 ET,49.83,35,DF,49.81,20,DEX,49.83,DEX,1,--
11:20:36 ET,49.805,15,DF,49.79,6,Z,49.82,Q,1,--
11:20:36 ET,49.7901,1,DF,49.79,6,Z,49.82,Q,1,--
11:20:25 ET,49.8,19,DEX,49.8,1,DEX,49.83,DEX,1,--
11:20:25 ET,49.8,6,DEX,49.8,1,DEX,49.83,DEX,1,--
11:20:25 ET,49.8,75,DEX,49.8,1,DEX,49.83,DEX,1,--
11:20:25 ET,49.8,500,DF,49.8,1,DEX,49.83,DEX,1,--
11:20:23 ET,49.82,19,Q,49.8,1,DEX,49.83,DEX,1,--
11:20:23 ET,49.82,100,Q,49.8,1,DEX,49.83,DEX,1,--
11:20:23 ET,49.82,100,Q,49.8,1,DEX,49.83,DEX,1,--
11:20:23 ET,49.82,39,DF,49.8,1,DEX,49.82,Q,3,--
11:20:23 ET,49.82,100,Q,49.81,2,Q,49.83,DEX,1,--
11:20:23 ET,49.82,18,Q,49.81,2,Q,49.83,DEX,1,--
11:20:23 ET,49.82,5,DEX,49.81,1,Q,49.83,DEX,1,--
11:20:23 ET,49.82,82,Q,49.8,1,DEX,49.83,DEX,1,--
11:20:23 ET,49.82,100,Q,49.8,1,DEX,49.82,Q,1,--
11:20:19 ET,49.8103,10,DF,49.8,1,DEX,49.82,Q,2,--
11:20:04 ET,49.8097,20,DF,49.8,1,Q,49.82,Q,2,--
11:20:02 ET,49.8,1000,DF,49.8,1,Q,49.82,Q,2,--
11:20:00 ET,49.8,284,DF,49.8,1,Q,49.82,Q,2,--
11:19:48 ET,49.82,100,Q,49.8,1,Q,49.83,Q,3,--
11:19:44 ET,49.785,100,DF,49.78,1,Q,49.82,Q,1,--
11:19:39 ET,49.7701,1,DF,49.77,1,Q,49.82,IX,1,--
11:19:37 ET,49.83,14,P,49.77,1,Q,49.82,IX,1,--
11:19:37 ET,49.83,93,P,49.77,1,Q,49.82,IX,1,--
11:19:34 ET,49.83,107,P,49.77,1,Q,49.83,Q,3,--
11:19:32 ET,49.7736,116,DF,49.77,1,Q,49.83,Q,3,--
11:19:31 ET,49.7917,20,DF,49.77,1,Q,49.83,Q,3,--
11:19:31 ET,49.77,600,DF,49.77,1,Q,49.83,Q,3,--
11:19:31 ET,49.774,100,DF,49.77,1,Q,49.83,Q,3,--
11:19:28 ET,49.8,100,DEX,49.8,1,DEX,49.83,Q,4,--
11:19:28 ET,49.8,100,DEX,49.8,1,DEX,49.83,Q,4,--
11:19:28 ET,49.8,100,DEX,49.8,2,DEX,49.83,Q,4,--
11:19:25 ET,49.8256,1000,DF,49.77,1,Q,49.83,Q,4,--
11:19:24 ET,49.7992,25,DF,49.78,1,N,49.83,Q,2,--
11:19:20 ET,49.8291,100,DF,49.79,2,Q,49.83,Q,4,--
11:19:20 ET,49.83,43,P,49.79,1,Q,49.83,Q,4,--
11:19:20 ET,49.81,1,Z,49.79,1,Q,49.82,N,1,--
11:19:20 ET,49.81,1,Z,49.79,1,Q,49.82,N,1,--
11:19:20 ET,49.82,83,Q,49.79,1,Q,49.82,N,1,--
11:19:20 ET,49.81,100,Q,49.77,1,Q,49.82,N,1,--
11:19:20 ET,49.81,100,Q,49.77,1,Q,49.82,Q,2,--
11:19:15 ET,49.83,100,DF,49.78,1,N,49.83,Q,1,--
11:19:15 ET,49.83,100,DF,49.78,1,N,49.83,Q,1,--
11:19:15 ET,49.8265,100,DF,49.78,1,N,49.83,Q,1,--
11:19:05 ET,49.8,100,Q,49.76,1,Z,49.81,Z,1,--
11:19:05 ET,49.8,50,DEX,49.78,2,N,49.82,Q,1,--
11:19:01 ET,49.82,100,Q,49.81,1,Q,49.86,Q,1,--
11:19:01 ET,49.85,100,Z,49.84,1,Q,49.88,Q,1,--
11:19:01 ET,49.85,100,Q,49.85,1,Z,49.88,Q,1,--
11:19:01 ET,49.85,100,Q,49.85,1,Z,49.88,Q,1,--
11:19:01 ET,49.83,200,B,49.81,1,Q,49.83,Z,2,--
11:19:01 ET,49.83,50,DEX,49.81,1,Q,49.83,B,2,--
11:19:01 ET,49.83,16,Q,49.77,1,BYX,49.83,B,2,--
11:19:01 ET,49.83,100,Q,49.77,1,BYX,49.83,B,2,--
11:19:01 ET,49.84,100,DF,49.79,1,Z,49.83,Q,3,--
11:19:01 ET,49.81,74,Q,49.79,1,Z,49.84,Q,4,--
11:19:01 ET,49.84,200,NATL,49.83,1,IX,49.87,Q,3,--
11:19:00 ET,49.88,104,P,49.84,3,Z,49.88,Q,3,--
11:18:58 ET,49.86,100,DEX,49.86,1,DEX,49.88,Q,1,--
11:18:57 ET,49.88,161,P,49.84,3,Z,49.88,BYX,2,--
11:18:55 ET,49.8656,50,DF,49.85,1,Z,49.89,DEX,16,--
11:18:55 ET,49.85,10,DF,49.85,1,Z,49.89,DEX,16,--
11:18:55 ET,49.89,132,P,49.85,1,Z,49.89,DEX,16,--
11:18:54 ET,49.89,10,BYX,49.85,1,Z,49.89,DEX,16,--
11:18:45 ET,49.889,15,DF,49.85,1,Z,49.89,DEX,16,--
11:18:45 ET,49.89,128,BYX,49.85,1,Z,49.89,DEX,16,--
11:18:45 ET,49.89,162,P,49.85,1,Z,49.89,DEX,16,--
11:18:45 ET,49.85,100,DF,49.85,1,Z,49.89,DEX,14,--
11:18:43 ET,49.8719,75,DF,49.86,1,DEX,49.89,DEX,14,--
11:18:43 ET,49.8899,58,DF,49.86,1,DEX,49.89,DEX,14,--
11:18:41 ET,49.87,1,DF,49.85,1,Z,49.89,DEX,14,--
11:18:37 ET,49.8502,100,DF,49.85,1,Z,49.89,DEX,16,--
11:18:37 ET,49.86,100,DF,49.85,1,Z,49.89,DEX,16,--
11:18:33 ET,49.88,135,DF,49.84,1,IX,49.88,B,2,--
11:18:33 ET,49.88,334,DF,49.84,1,IX,49.88,B,2,--
11:18:33 ET,49.88,154,DEX,49.84,1,PH,49.88,B,2,--
11:18:33 ET,49.88,199,Z,49.84,1,PH,49.88,B,2,--
11:18:33 ET,49.88,1,DEX,49.84,1,PH,49.88,B,2,--
11:18:33 ET,49.88,1,Z,49.84,1,PH,49.88,B,2,--
11:18:33 ET,49.88,200,Q,49.85,1,Q,49.88,P,3,--
11:18:33 ET,49.88,100,Q,49.84,1,IX,49.88,P,3,--
11:18:33 ET,49.87,10,Q,49.84,1,IX,49.88,P,3,--
11:18:24 ET,49.88,135,P,49.84,1,IX,49.88,Z,2,--
11:18:19 ET,49.88,100,DF,49.85,1,Z,49.88,P,2,--
11:18:19 ET,49.88,142,Q,49.85,1,Z,49.88,P,2,--
11:18:19 ET,49.88,200,Q,49.86,1,DEX,49.88,PH,1,--
11:18:19 ET,49.88,100,N,49.83,1,B,49.88,Q,2,--
11:18:19 ET,49.87,100,Q,49.82,2,P,49.88,Q,2,--
11:18:01 ET,49.82,1,Q,49.81,1,Z,49.86,Q,1,--
11:18:01 ET,49.85,100,DEX,49.84,1,IX,49.86,Q,1,--
11:18:01 ET,49.88,24,DF,49.85,1,DEX,49.88,Q,6,--
11:18:01 ET,49.88,92,DEX,49.85,1,DEX,49.88,Q,4,--
11:18:01 ET,49.88,100,Q,49.85,1,DEX,49.89,DEX,14,--
11:18:01 ET,49.88,1,Q,49.85,1,DEX,49.89,DEX,14,--
11:18:01 ET,49.87,100,Q,49.85,1,DEX,49.88,Q,1,--
11:18:01 ET,49.87,100,Q,49.85,1,DEX,49.87,Q,1,--
11:18:01 ET,49.86,198,DEX,49.84,1,Q,49.87,Q,2,--
11:18:01 ET,49.85,385,DEX,49.84,1,DEX,49.86,DEX,1,--
11:18:00 ET,49.85,15,DEX,49.84,1,DEX,49.85,DEX,4,--
11:18:00 ET,49.85,100,DEX,49.84,1,DEX,49.85,DEX,4,--
11:17:57 ET,49.8411,400,DF,49.84,1,DEX,49.86,DEX,1,--
11:17:48 ET,49.86,1,DEX,49.83,1,PH,49.86,DEX,1,--
11:17:48 ET,49.86,1,DEX,49.83,1,PH,49.86,DEX,1,--
11:17:48 ET,49.86,14,Q,49.82,1,DEX,49.86,DEX,2,--
11:17:48 ET,49.86,100,Q,49.82,1,DEX,49.86,DEX,2,--
11:17:48 ET,49.86,100,Q,49.82,1,DEX,49.86,DEX,2,--
11:17:48 ET,49.86,50,Q,49.82,1,DEX,49.86,DEX,2,--
11:17:48 ET,49.86,100,Q,49.82,1,DEX,49.86,DEX,2,--
11:17:47 ET,49.84,16,Q,49.82,1,DEX,49.86,Q,3,--
11:17:46 ET,49.84,100,Q,49.81,1,DEX,49.86,Q,5,--
11:17:46 ET,49.83,100,Z,49.8,3,DEX,49.83,Z,1,--
11:17:46 ET,49.81,8,Z,49.81,1,Z,49.83,Z,1,--
11:17:46 ET,49.81,100,DEX,49.81,1,Z,49.84,Q,1,--
11:17:46 ET,49.81,16,Q,49.81,1,Z,49.84,Q,1,--
11:17:19 ET,49.826,4,B,49.81,1,Z,49.86,DEX,4,--
11:17:16 ET,49.85,39,DF,49.81,2,Q,49.86,DEX,4,--
11:17:16 ET,49.85,1,Q,49.81,1,Z,49.86,DEX,4,--
11:17:16 ET,49.85,80,Q,49.81,1,Z,49.86,DEX,4,--
11:17:01 ET,49.85,100,Q,49.81,1,DEX,49.86,DEX,2,--
11:17:01 ET,49.85,100,Q,49.81,1,DEX,49.86,DEX,2,--
11:16:51 ET,49.8308,100,DF,49.81,1,DEX,49.85,Q,2,--
11:16:41 ET,49.821,85,DF,49.8,3,DEX,49.84,Q,2,--
11:16:41 ET,49.83,84,Q,49.81,1,DEX,49.85,Q,3,--
11:16:41 ET,49.81,25,DF,49.81,1,DEX,49.85,Q,3,--
11:16:38 ET,49.8397,350,DF,49.81,1,DEX,49.85,Q,3,--
11:16:33 ET,49.81,100,DF,49.81,1,DEX,49.85,Q,3,--
11:16:32 ET,49.85,57,DEX,49.83,1,Q,49.85,Q,2,--
11:16:32 ET,49.85,41,DEX,49.84,1,Q,49.86,DEX,2,--
11:16:32 ET,49.85,1,DEX,49.85,1,Q,49.86,DEX,2,--
11:16:32 ET,49.85,1,DEX,49.84,1,Q,49.85,DEX,1,--
11:16:32 ET,49.85,100,Q,49.81,1,Z,49.85,DEX,1,--
11:16:32 ET,49.83,22,Q,49.81,1,Z,49.85,DEX,1,--
11:16:32 ET,49.83,1,Q,49.83,1,Q,49.85,DEX,1,--
11:16:27 ET,49.83,100,DF,49.83,1,Q,49.85,DEX,1,--
11:16:26 ET,49.83,1,DF,49.81,1,Z,49.85,Q,1,--
11:16:22 ET,49.8229,200,DF,49.8,3,DEX,49.85,DEX,1,--
11:16:17 ET,49.82,500,Q,49.82,5,Q,49.85,Q,4,--
11:16:16 ET,49.85,100,DEX,49.82,5,Q,49.85,DEX,2,--
11:16:12 ET,49.8386,50,DF,49.82,5,Q,49.85,DEX,2,--
11:16:12 ET,49.84,50,DEX,49.82,5,Q,49.85,DEX,2,--
11:16:12 ET,49.8268,200,DF,49.82,5,Q,49.85,DEX,2,--
11:16:12 ET,49.8366,100,DF,49.82,5,Q,49.85,DEX,2,--
11:16:10 ET,49.83,10,DF,49.82,5,Q,49.84,Q,2,--
11:16:01 ET,49.84,100,Z,49.8,3,DEX,49.84,Z,1,--
11:15:58 ET,49.816,467,B,49.8,3,DEX,49.86,DEX,4,--
11:15:58 ET,49.81,13,Z,49.8,3,DEX,49.86,DEX,4,--
11:15:58 ET,49.821,100,B,49.81,1,Z,49.86,DEX,4,--
11:15:58 ET,49.821,50,B,49.81,1,Z,49.86,DEX,4,--
11:15:55 ET,49.8257,300,DF,49.81,1,DEX,49.86,Q,5,--
11:15:54 ET,49.86,100,NATL,49.81,1,DEX,49.86,Q,5,--
11:15:54 ET,49.83,100,Q,49.81,1,DEX,49.86,DEX,2,--
11:15:53 ET,49.85,200,Q,49.81,1,Z,49.86,DEX,2,--
11:15:53 ET,49.85,100,Q,49.81,1,Z,49.85,Q,2,--
11:15:53 ET,49.8,33,Q,49.8,3,DEX,49.84,Z,1,--
11:15:53 ET,49.8,5,Q,49.8,3,DEX,49.84,Z,1,--
11:15:53 ET,49.81,654,Q,49.8,3,DEX,49.84,Z,1,--
11:15:53 ET,49.81,546,Q,49.8,3,DEX,49.84,Z,1,--
11:15:52 ET,49.83,100,DF,49.81,1,Z,49.85,Q,2,--
11:15:49 ET,49.8253,300,DF,49.81,1,Z,49.85,Z,2,--
11:15:45 ET,49.86,100,P,49.81,1,DEX,49.86,DEX,2,--
11:15:44 ET,49.81,50,DF,49.81,1,DEX,49.86,Q,3,--
11:15:43 ET,49.86,200,DEX,49.83,1,Q,49.86,DEX,2,--
11:15:43 ET,49.83,58,P,49.8,3,DEX,49.84,Z,1,--
11:15:43 ET,49.83,300,DEX,49.8,3,DEX,49.83,DEX,6,--
11:15:43 ET,49.83,100,DEX,49.8,3,DEX,49.83,DEX,6,--
11:15:43 ET,49.83,200,DEX,49.8,3,DEX,49.83,DEX,6,--
11:15:43 ET,49.83,200,DEX,49.8,3,DEX,49.83,DEX,8,--
11:15:42 ET,49.83,142,P,49.8,3,DEX,49.83,DEX,8,--
11:15:42 ET,49.82,100,Q,49.81,1,Z,49.85,Z,2,--
11:15:41 ET,49.84,113,P,49.8,3,DEX,49.84,Q,3,--
11:15:40 ET,49.8101,100,DF,49.81,1,Z,49.85,Z,2,--
11:15:33 ET,49.84,124,P,49.8,3,DEX,49.84,Z,3,--
11:15:28 ET,49.84,141,P,49.8,5,DEX,49.84,Z,3,--
11:15:21 ET,49.82,100,DF,49.82,2,P,49.86,Q,1,--
11:15:15 ET,49.85,50,DEX,49.81,1,Z,49.85,Q,1,--
11:15:15 ET,49.8141,92,DF,49.81,1,Z,49.85,Q,1,--
11:15:13 ET,49.8305,3,DF,49.81,1,Z,49.85,Q,1,--
11:15:07 ET,49.8265,10,DF,49.81,1,Z,49.85,Q,3,--
11:15:05 ET,49.8191,100,DF,49.81,1,Z,49.85,Q,1,--
11:15:03 ET,49.817,200,B,49.81,1,DEX,49.85,Q,3,--
11:14:52 ET,49.8398,56,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,200,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,200,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,200,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.8398,200,DF,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.84,56,Q,49.82,1,BYX,49.84,Q,2,--
11:14:52 ET,49.84,200,P,49.83,1,Q,49.84,Q,1,--
11:14:52 ET,49.84,100,N,49.83,1,Q,49.84,P,2,--
11:14:52 ET,49.84,100,Q,49.82,1,Q,49.84,P,2,--
11:14:52 ET,49.84,200,DEX,49.81,1,DEX,49.84,P,2,--
11:14:52 ET,49.84,200,Z,49.81,1,DEX,49.84,P,2,--
11:14:52 ET,49.84,200,Q,49.81,1,DEX,49.84,P,2,--
11:14:52 ET,49.84,100,Q,49.81,1,DEX,49.84,P,2,--
11:14:52 ET,49.84,100,PH,49.81,1,DEX,49.84,P,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,3,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,3,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,3,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,3,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,3,--
11:14:52 ET,49.84,200,DEX,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.84,200,Z,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.84,200,Q,49.81,1,Z,49.84,Z,2,--
11:14:52 ET,49.84,100,Q,49.81,1,Z,49.84,Q,2,--
11:14:52 ET,49.84,100,PH,49.81,1,Z,49.84,Q,3,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Q,49.81,1,DEX,49.85,Q,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Q,49.81,1,DEX,49.85,Q,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Q,49.81,1,DEX,49.85,Q,2,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,200,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Q,49.81,1,DEX,49.85,Q,2,--
11:14:52 ET,49.8398,14,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,300,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.8398,100,DF,49.81,1,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Z,49.8,3,DEX,49.84,Q,1,--
11:14:52 ET,49.84,100,Q,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,14,Q,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,100,Q,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,300,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.8398,200,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,100,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,100,DEA,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,200,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.8391,200,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.84,30,DF,49.8,3,DEX,49.84,Z,1,--
11:14:52 ET,49.8398,30,DF,49.8,3,DEX,49.84,Z,1,--
11:14:50 ET,49.84,138,P,49.8,3,DEX,49.83,Q,1,--
11:14:50 ET,49.83,100,Q,49.8,3,DEX,49.82,Q,1,--
11:14:50 ET,49.82,100,Q,49.8,3,DEX,49.82,Q,1,--
11:14:47 ET,49.825,3,B,49.79,1,IX,49.84,Z,1,--
11:14:40 ET,49.83,10,Q,49.81,1,Z,49.84,Q,1,--
11:14:40 ET,49.83,19,IX,49.8,1,IX,49.84,Q,1,--
11:14:40 ET,49.83,81,IX,49.8,1,IX,49.84,Q,1,--
11:14:40 ET,49.83,10,N,49.83,1,N,49.84,Q,1,--
11:14:40 ET,49.82,100,Q,49.81,1,Z,49.83,Q,1,--
11:14:36 ET,49.823,100,B,49.79,1,IX,49.84,Z,1,--
11:14:35 ET,49.815,100,DF,49.79,1,IX,49.84,Z,1,--
11:14:35 ET,49.83,10,Q,49.79,1,Q,49.84,IX,1,--
11:14:34 ET,49.82,1,Z,49.8,1,Q,49.82,N,1,--
11:14:34 ET,49.82,1,Z,49.8,1,Q,49.82,N,1,--
11:14:34 ET,49.82,100,Q,49.78,3,Q,49.82,N,1,--
11:14:18 ET,49.8106,1192,DF,49.79,1,Q,49.84,Q,1,--
11:14:16 ET,49.8,10,DF,49.79,1,Q,49.84,Q,1,--
11:14:14 ET,49.8288,100,DF,49.79,1,Q,49.84,Q,1,--
11:14:12 ET,49.8259,1,DF,49.79,1,Q,49.84,Q,1,--
11:14:11 ET,49.8236,7,DF,49.79,1,Q,49.84,Q,1,--
11:14:10 ET,49.8106,560,DF,49.79,1,Q,49.84,Q,1,--
11:14:10 ET,49.828,100,B,49.79,1,Q,49.84,Q,1,--
11:14:03 ET,49.79,600,DF,49.79,1,Q,49.84,Q,1,--
11:13:57 ET,49.8129,250,DF,49.79,1,Q,49.84,Q,1,--
11:13:52 ET,49.8165,100,DF,49.79,1,IX,49.84,IX,1,--
11:13:47 ET,49.815,50,DF,49.79,1,IX,49.84,Q,1,--
11:13:45 ET,49.8135,500,DF,49.79,1,IX,49.84,Q,1,--
11:13:45 ET,49.8357,100,DF,49.79,1,IX,49.84,Q,1,--
11:13:43 ET,49.83,100,DEX,49.8,1,Q,49.84,IX,1,--
11:13:43 ET,49.83,100,Q,49.78,2,Q,49.83,DEX,1,--
11:13:40 ET,49.79,1,IX,49.79,1,IX,49.84,Z,1,--
11:13:39 ET,49.8399,2,DF,49.79,1,IX,49.84,Z,1,--
11:13:38 ET,49.8014,100,DF,49.79,1,IX,49.84,Z,1,--
11:13:32 ET,49.83,100,Q,49.8,2,NATL,49.84,Z,1,--
11:13:32 ET,49.83,20,Q,49.8,2,NATL,49.84,Z,1,--
11:13:32 ET,49.83,100,N,49.83,1,IX,49.83,Q,1,--
11:13:31 ET,49.84,100,DF,49.8,2,P,49.84,Z,1,--
11:13:31 ET,49.82,84,DF,49.81,1,Z,49.84,Q,2,--
11:13:31 ET,49.82,20,IX,49.81,1,Z,49.84,Q,2,--
11:13:31 ET,49.82,1,Z,49.8,1,Q,49.84,Q,2,--
11:13:31 ET,49.82,1,Z,49.8,1,Q,49.84,Q,2,--
11:13:31 ET,49.83,90,Q,49.79,1,IX,49.84,Q,2,--
11:13:30 ET,49.78,445,Q,49.76,2,Z,49.82,Q,3,--
11:13:29 ET,49.8082,200,DF,49.78,4,Q,49.82,Q,3,--
11:13:22 ET,49.8004,25,DF,49.78,5,Q,49.82,Q,3,--
11:13:19 ET,49.8199,10,DF,49.78,5,Q,49.82,Q,3,--
11:13:19 ET,49.7988,100,DF,49.78,5,Q,49.82,Q,3,--
11:13:18 ET,49.7802,3,DF,49.78,5,Q,49.82,Q,3,--
11:13:14 ET,49.797,450,DF,49.79,2,Q,49.82,B,2,--
11:13:14 ET,49.797,50,DF,49.79,2,Q,49.82,B,2,--
11:13:14 ET,49.8,20,P,49.79,1,Q,49.8,IX,1,--
11:13:14 ET,49.8,7,P,49.79,1,Q,49.8,IX,1,--
11:13:14 ET,49.8,8,P,49.79,1,Q,49.8,IX,1,--
11:13:14 ET,49.8,44,Q,49.78,5,Q,49.8,IX,1,--
11:13:14 ET,49.8,6,Q,49.78,5,Q,49.8,IX,1,--
11:13:14 ET,49.8,50,Q,49.78,4,Q,49.8,IX,1,--
11:13:14 ET,49.8,500,Q,49.78,4,Q,49.8,IX,1,--
11:13:14 ET,49.8,500,Q,49.78,4,Q,49.8,IX,1,--
11:13:14 ET,49.8,50,Q,49.78,4,Q,49.8,Q,6,--
11:13:14 ET,49.7952,500,DF,49.78,4,Q,49.8,Q,11,--
11:13:13 ET,49.77,10,DF,49.74,7,DEX,49.8,Q,11,--
11:13:11 ET,49.7735,6,DF,49.74,7,DEX,49.8,Q,11,--
11:13:06 ET,49.8,1000,DF,49.74,4,Q,49.8,Q,11,--
11:13:04 ET,49.7569,41,DF,49.74,4,Q,49.8,Q,11,--
11:13:00 ET,49.75,1,IX,49.75,1,IX,49.8,Q,11,--
11:12:59 ET,49.76,100,Z,49.76,1,Z,49.79,Q,2,--
11:12:59 ET,49.78,100,Q,49.76,1,Z,49.8,Q,11,--
11:12:58 ET,49.79,6,DF,49.78,1,Q,49.8,Q,11,--
11:12:56 ET,49.7902,2,DF,49.78,1,Q,49.8,Q,11,--
11:12:54 ET,49.7882,190,DF,49.78,1,Q,49.8,Q,11,--
11:12:54 ET,49.8,10,DF,49.78,1,Q,49.8,Q,11,--
11:12:54 ET,49.7901,10,DF,49.78,1,Q,49.8,Q,11,--
11:12:51 ET,49.7883,20,DF,49.78,1,Q,49.8,Q,11,--
11:12:51 ET,49.798,300,DF,49.78,1,Q,49.8,Q,11,--
11:12:51 ET,49.8,400,DF,49.78,1,Q,49.8,Q,11,--
11:12:50 ET,49.7833,70,DF,49.78,1,Q,49.8,Q,11,--
11:12:47 ET,49.79,500,DEX,49.79,1,Q,49.79,DEX,5,--
11:12:47 ET,49.79,100,Q,49.78,1,Q,49.79,DEX,5,--
11:12:43 ET,49.7901,5,DF,49.79,1,Q,49.8,Q,11,--
